2.51	0.59
2.52	0.58
2.53	0.58
2.53	0.57
2.54	0.57
2.54	0.56
2.55	0.56
2.56	0.55
2.56	0.55
2.57	0.54
2.58	0.54
2.58	0.53
2.59	0.53
2.59	0.52
2.60	0.51
2.61	0.51
2.61	0.50
2.62	0.50
2.63	0.49
2.63	0.49
2.64	0.48
2.65	0.48
2.65	0.47
2.66	0.47
2.66	0.46
2.67	0.45
2.68	0.45
2.68	0.44
2.69	0.44
2.70	0.43
2.70	0.43
2.71	0.42
2.71	0.41
2.72	0.41
2.73	0.40
2.73	0.40
2.74	0.39
2.75	0.39
2.75	0.38
2.76	0.37
2.76	0.37
2.77	0.36
2.78	0.36
2.78	0.35
2.79	0.34
2.80	0.34
2.80	0.33
2.81	0.33
2.81	0.32
2.82	0.31
2.83	0.31
2.83	0.30
2.84	0.30
2.85	0.29
2.85	0.29
2.86	0.28
2.87	0.27
2.87	0.27
2.88	0.26
2.88	0.25
2.89	0.25
2.90	0.24
2.90	0.24
2.91	0.23
2.92	0.22
2.92	0.22
2.93	0.21
2.93	0.21
2.94	0.20
2.95	0.19
2.95	0.19
2.96	0.18
2.97	0.18
2.97	0.17
2.98	0.16
2.98	0.16
2.99	0.15
3.00	0.14
3.00	0.14
3.01	0.13
3.02	0.13
3.02	0.12
3.03	0.11
3.03	0.11
3.04	0.10
3.05	0.09
3.05	0.09
3.06	0.08
3.07	0.08
3.07	0.07
3.08	0.06
3.09	0.06
3.09	0.05
3.10	0.04
3.10	0.04
3.11	0.03
3.12	0.03
3.12	0.02
3.13	0.01
3.14	0.01
3.14	0.00
3.15	-0.01
3.15	-0.01
3.16	-0.02
3.17	-0.03
3.17	-0.03
3.18	-0.04
3.19	-0.04
3.19	-0.05
3.20	-0.06
3.20	-0.06
3.21	-0.07
3.22	-0.08
3.22	-0.08
3.23	-0.09
3.24	-0.09
3.24	-0.10
3.25	-0.11
3.25	-0.11
3.26	-0.12
3.27	-0.13
3.27	-0.13
3.28	-0.14
3.29	-0.14
3.29	-0.15
3.30	-0.16
3.30	-0.16
3.31	-0.17
3.32	-0.18
3.32	-0.18
3.33	-0.19
3.34	-0.19
3.34	-0.20
3.35	-0.21
3.36	-0.21
3.36	-0.22
3.37	-0.22
3.37	-0.23
3.38	-0.24
3.39	-0.24
3.39	-0.25
3.40	-0.25
3.41	-0.26
3.41	-0.27
3.42	-0.27
3.42	-0.28
3.43	-0.29
3.44	-0.29
3.44	-0.30
3.45	-0.30
3.46	-0.31
3.46	-0.31
3.47	-0.32
3.47	-0.33
3.48	-0.33
3.49	-0.34
3.49	-0.34
3.50	-0.35
3.51	-0.36
3.51	-0.36
3.52	-0.37
3.52	-0.37
3.53	-0.38
3.54	-0.39
3.54	-0.39
3.55	-0.40
3.56	-0.40
3.56	-0.41
3.57	-0.41
3.58	-0.42
3.58	-0.43
3.59	-0.43
3.59	-0.44
3.60	-0.44
3.61	-0.45
3.61	-0.45
3.62	-0.46
3.63	-0.47
3.63	-0.47
3.64	-0.48
3.64	-0.48
3.65	-0.49
3.66	-0.49
3.66	-0.50
3.67	-0.50
3.68	-0.51
3.68	-0.51
3.69	-0.52
3.69	-0.53
3.70	-0.53
3.71	-0.54
3.71	-0.54
3.72	-0.55
3.73	-0.55
3.73	-0.56
3.74	-0.56
3.74	-0.57
3.75	-0.57
3.76	-0.58
3.76	-0.58
3.77	-0.59
3.78	-0.59
3.78	-0.60
3.79	-0.60
3.80	-0.61
3.80	-0.61
3.81	-0.62
3.81	-0.62
3.82	-0.63
3.83	-0.63
3.83	-0.64
3.84	-0.64
3.85	-0.65
3.85	-0.65
3.86	-0.66
3.86	-0.66
3.87	-0.67
3.88	-0.67
3.88	-0.68
3.89	-0.68
3.90	-0.68
3.90	-0.69
3.91	-0.69
3.91	-0.70
3.92	-0.70
3.93	-0.71
3.93	-0.71
3.94	-0.72
3.95	-0.72
3.95	-0.72
3.96	-0.73
3.96	-0.73
3.97	-0.74
3.98	-0.74
3.98	-0.75
3.99	-0.75
4.00	-0.75
4.00	-0.76
4.01	-0.76
4.01	-0.77
4.02	-0.77
4.03	-0.77
4.03	-0.78
4.04	-0.78
4.05	-0.79
4.05	-0.79
4.06	-0.79
4.07	-0.80
4.07	-0.80
4.08	-0.81
4.08	-0.81
4.09	-0.81
4.10	-0.82
4.10	-0.82
4.11	-0.82
4.12	-0.83
4.12	-0.83
4.13	-0.83
4.13	-0.84
4.14	-0.84
4.15	-0.84
4.15	-0.85
4.16	-0.85
4.17	-0.85
4.17	-0.86
4.18	-0.86
4.18	-0.86
4.19	-0.87
4.20	-0.87
4.20	-0.87
4.21	-0.88
4.22	-0.88
4.22	-0.88
4.23	-0.89
4.23	-0.89
4.24	-0.89
4.25	-0.89
4.25	-0.90
4.26	-0.90
4.27	-0.90
4.27	-0.90
4.28	-0.91
4.29	-0.91
4.29	-0.91
4.30	-0.92
4.30	-0.92
4.31	-0.92
4.32	-0.92
4.32	-0.93
4.33	-0.93
4.34	-0.93
4.34	-0.93
4.35	-0.93
4.35	-0.94
4.36	-0.94
4.37	-0.94
4.37	-0.94
4.38	-0.95
4.39	-0.95
4.39	-0.95
4.40	-0.95
4.40	-0.95
4.41	-0.95
4.42	-0.96
4.42	-0.96
4.43	-0.96
4.44	-0.96
4.44	-0.96
4.45	-0.97
4.45	-0.97
4.46	-0.97
4.47	-0.97
4.47	-0.97
4.48	-0.97
4.49	-0.97
4.49	-0.98
4.50	-0.98
4.51	-0.98
4.51	-0.98
4.52	-0.98
4.52	-0.98
4.53	-0.98
4.54	-0.98
4.54	-0.99
4.55	-0.99
4.56	-0.99
4.56	-0.99
4.57	-0.99
4.57	-0.99
4.58	-0.99
4.59	-0.99
4.59	-0.99
4.60	-0.99
4.61	-0.99
4.61	-0.99
4.62	-1.00
4.62	-1.00
4.63	-1.00
4.64	-1.00
4.64	-1.00
4.65	-1.00
4.66	-1.00
4.66	-1.00
4.67	-1.00
4.67	-1.00
4.68	-1.00
4.69	-1.00
4.69	-1.00
4.70	-1.00
4.71	-1.00
4.71	-1.00
4.72	-1.00
4.72	-1.00
4.73	-1.00
4.74	-1.00
4.74	-1.00
4.75	-1.00
4.76	-1.00
4.76	-1.00
4.77	-1.00
4.78	-1.00
4.78	-1.00
4.79	-1.00
4.79	-1.00
4.80	-1.00
4.81	-1.00
4.81	-0.99
4.82	-0.99
4.83	-0.99
4.83	-0.99
4.84	-0.99
4.84	-0.99
4.85	-0.99
4.86	-0.99
4.86	-0.99
4.87	-0.99
4.88	-0.99
4.88	-0.99
4.89	-0.98
4.89	-0.98
4.90	-0.98
4.91	-0.98
4.91	-0.98
4.92	-0.98
4.93	-0.98
4.93	-0.98
4.94	-0.97
4.94	-0.97
4.95	-0.97
4.96	-0.97
4.96	-0.97
4.97	-0.97
4.98	-0.97
4.98	-0.96
4.99	-0.96
5.00	-0.96
5.00	-0.96
5.01	-0.96
5.01	-0.95
5.02	-0.95
5.03	-0.95
5.03	-0.95
5.04	-0.95
5.05	-0.95
5.05	-0.94
5.06	-0.94
5.06	-0.94
5.07	-0.94
5.08	-0.93
5.08	-0.93
5.09	-0.93
5.10	-0.93
5.10	-0.93
5.11	-0.92
5.11	-0.92
5.12	-0.92
5.13	-0.92
5.13	-0.91
5.14	-0.91
5.15	-0.91
5.15	-0.90
5.16	-0.90
5.16	-0.90
5.17	-0.90
5.18	-0.89
5.18	-0.89
5.19	-0.89
5.20	-0.89
5.20	-0.88
5.21	-0.88
5.22	-0.88
5.22	-0.87
5.23	-0.87
5.23	-0.87
5.24	-0.86
5.25	-0.86
5.25	-0.86
5.26	-0.85
5.27	-0.85
5.27	-0.85
5.28	-0.84
5.28	-0.84
5.29	-0.84
5.30	-0.83
5.30	-0.83
5.31	-0.83
5.32	-0.82
5.32	-0.82
5.33	-0.82
5.33	-0.81
5.34	-0.81
5.35	-0.81
5.35	-0.80
5.36	-0.80
5.37	-0.79
5.37	-0.79
5.38	-0.79
5.38	-0.78
5.39	-0.78
5.40	-0.77
5.40	-0.77
5.41	-0.77
5.42	-0.76
5.42	-0.76
5.43	-0.75
5.43	-0.75
5.44	-0.75
5.45	-0.74
5.45	-0.74
5.46	-0.73
5.47	-0.73
5.47	-0.72
5.48	-0.72
5.49	-0.72
5.49	-0.71
5.50	-0.71
5.50	-0.70
5.51	-0.70
5.52	-0.69
5.52	-0.69
5.53	-0.68
5.54	-0.68
5.54	-0.68
5.55	-0.67
5.55	-0.67
5.56	-0.66
5.57	-0.66
5.57	-0.65
5.58	-0.65
5.59	-0.64
5.59	-0.64
5.60	-0.63
5.60	-0.63
5.61	-0.62
5.62	-0.62
5.62	-0.61
5.63	-0.61
5.64	-0.60
5.64	-0.60
5.65	-0.59
5.65	-0.59
5.66	-0.58
5.67	-0.58
5.67	-0.57
5.68	-0.57
5.69	-0.56
5.69	-0.56
5.70	-0.55
5.71	-0.55
5.71	-0.54
5.72	-0.54
5.72	-0.53
5.73	-0.53
5.74	-0.52
5.74	-0.51
5.75	-0.51
5.76	-0.50
5.76	-0.50
5.77	-0.49
5.77	-0.49
5.78	-0.48
5.79	-0.48
5.79	-0.47
5.80	-0.47
5.81	-0.46
5.81	-0.45
5.82	-0.45
5.82	-0.44
5.83	-0.44
5.84	-0.43
5.84	-0.43
5.85	-0.42
5.86	-0.41
5.86	-0.41
5.87	-0.40
5.87	-0.40
5.88	-0.39
5.89	-0.39
5.89	-0.38
5.90	-0.37
5.91	-0.37
5.91	-0.36
5.92	-0.36
5.93	-0.35
5.93	-0.34
5.94	-0.34
5.94	-0.33
5.95	-0.33
5.96	-0.32
5.96	-0.31
5.97	-0.31
5.98	-0.30
5.98	-0.30
5.99	-0.29
5.99	-0.29
6.00	-0.28
6.01	-0.27
6.01	-0.27
6.02	-0.26
6.03	-0.25
6.03	-0.25
6.04	-0.24
6.04	-0.24
6.05	-0.23
6.06	-0.22
6.06	-0.22
6.07	-0.21
6.08	-0.21
6.08	-0.20
6.09	-0.19
6.09	-0.19
6.10	-0.18
6.11	-0.18
6.11	-0.17
6.12	-0.16
6.13	-0.16
6.13	-0.15
6.14	-0.14
6.14	-0.14
6.15	-0.13
6.16	-0.13
6.16	-0.12
6.17	-0.11
6.18	-0.11
6.18	-0.10
6.19	-0.09
6.20	-0.09
6.20	-0.08
6.21	-0.08
6.21	-0.07
6.22	-0.06
6.23	-0.06
6.23	-0.05
6.24	-0.04
6.25	-0.04
6.25	-0.03
6.26	-0.03
6.26	-0.02
6.27	-0.01
6.28	-0.01
6.28	-0.00
